Image ID,Label,correct_obj+context,context,correct_obj
463527,cup,A tray filled with a cut in half sandwich and a cup of coffee.,A tray filled with a cut in half sandwich and a  of coffee.,cup
295138,person,a person riding a skate board on a ledge,a  riding a skate board on a ledge,person
295138,skateboard,a young man is doing tricks on his skateboard ,a young man is doing tricks on his  ,skateboard
438907,person,One person on a skateboard does a jump while another watches.,One  on a skateboard does a jump while another watches.,person
438907,skateboard,A man is doing a trick on a skateboard.,A man is doing a trick on a .,skateboard
245320,person,A person riding a skateboard on the side of the road.,A  riding a skateboard on the side of the road.,person
245320,skateboard,A man performing on a skateboard ramp jump.,A man performing on a  ramp jump.,skateboard
187585,skateboard,a young man is on his skateboard doing a trick ,a young man is on his  doing a trick ,skateboard
34417,person,Donuts traveling down an assembly line in a factory while people work behind it.,Donuts traveling down an assembly line in a factory while  work behind it.,people
34417,donut,View through window of donut being made in kitchen assembly line.,View through window of  being made in kitchen assembly line.,donut
553221,person,A group of people enjoying the water with sails.,A group of  enjoying the water with sails.,people
344795,oven,The oven contains a dish that is covered with tin foil.,The  contains a dish that is covered with tin foil.,oven
300276,person,A couple of people standing in front of a table filled with cup cakes.,A couple of  standing in front of a table filled with cup cakes.,people
300276,cake,Two women are selling cakes and other items inside of an outdoor stand.,Two women are selling  and other items inside of an outdoor stand.,cakes
189451,knife,A part of a cake on a plate with a knife and cake server next to it.,A part of a cake on a plate with a  and cake server next to it.,knife
189451,cake,A piece of cake left on a plate,A piece of  left on a plate,cake
25228,surfboard,A woman sitting on a surfboard in the ocean.,A woman sitting on a  in the ocean.,surfboard
193674,dog,Person prepares surfboard while dog stands on it with face in person's,Person prepares surfboard while  stands on it with face in person's,dog
193674,person,A person on a surfboard in the water.,A  on a surfboard in the water.,person
193674,surfboard,A person on a surfboard in the water.,A person on a  in the water.,surfboard
27972,surfboard,A man in a red shirt rides a yellow surfboard on light blue water.,A man in a red shirt rides a yellow  on light blue water.,surfboard
265777,person,A person waiting for her meal to be served.,A  waiting for her meal to be served.,person
265777,wine glass,A woman sitting at a table with wine glasses and fruit topped pizza.,A woman sitting at a table with  and fruit topped pizza.,wine glasses
265777,pizza,A woman sitting at a table with a pizza on a plate.,A woman sitting at a table with a  on a plate.,pizza
441491,pizza,Three women are taking a bite out of the same piece of pizza.,Three women are taking a bite out of the same piece of .,pizza
455937,person,A person that is playing a video game.,A  that is playing a video game.,person
455937,chair,A man sits on a chair and plays video games.,A man sits on a  and plays video games.,chair
182162,couch,"Living room with a black couch, coffee table and bookcase visible.","Living room with a black , coffee table and bookcase visible.",couch
471893,dining table,A man and a boy hold video controllers on opposite sides of a dining table containing a projector.,A man and a boy hold video controllers on opposite sides of a  containing a projector.,dining table
471893,person,an  image of two people playing video games,an  image of two  playing video games,people
543581,dog,A dog is sitting on the couch in a living room. ,A  is sitting on the couch in a living room. ,dog
543581,cat,A dog sitting on a couch and a cat on the floor of a living room.,A dog sitting on a couch and a  on the floor of a living room.,cat
543581,couch,A dog is sitting on the couch in a living room. ,A dog is sitting on the  in a living room. ,couch
115870,couch,A group of people sitting around two couches.,A group of people sitting around two .,couches
115870,person,A group of people sitting around two couches.,A group of  sitting around two couches.,people
189475,person,some people seated at a table with plates of food ,some  seated at a table with plates of food ,people
520871,pizza,A pizza with burned edges is sitting on the table.,A  with burned edges is sitting on the table.,pizza
166478,couch,A man sits on the couch and is on laptop and phone.,A man sits on the  and is on laptop and phone.,couch
166478,laptop,A man sits on the couch and is on laptop and phone.,A man sits on the couch and is on  and phone.,laptop
136600,laptop,A laptop computer sitting on top of a wooden desk.,A  computer sitting on top of a wooden desk.,laptop
195918,laptop,"An office work station with two computer monitors, and laptop.","An office work station with two computer monitors, and .",laptop
195918,keyboard,a desk with a monitor and a keyboard,a desk with a monitor and a ,keyboard
428280,chair,A laptop on a table with some chairs.,A laptop on a table with some .,chairs
428280,laptop,A laptop on a table with some chairs.,A  on a table with some chairs.,laptop
248631,laptop,A laptop with a stationary mouse attached to it.,A  with a stationary mouse attached to it.,laptop
248631,mouse,A laptop with a stationary mouse attached to it.,A laptop with a stationary  attached to it.,mouse
355610,teddy bear,"A black and white photograph of a stuffed teddy bear wearing a shirt that reads ""handle with care"" and a small stuffed sheep.","A black and white photograph of a stuffed  wearing a shirt that reads ""handle with care"" and a small stuffed sheep.",teddy bear
280918,person,two people standing next to an open oven with a turkey on a tray in it.,two  standing next to an open oven with a turkey on a tray in it.,people
280918,oven,Two women are taking a turkey out of the oven.,Two women are taking a turkey out of the .,oven
581317,cell phone,Woman standing in a field of grass trying to use her cell phone.,Woman standing in a field of grass trying to use her .,cell phone
512330,refrigerator,An open refrigerator filled with lots of food.,An open  filled with lots of food.,refrigerator
243344,refrigerator,Awake cat near ceiling on a closed refrigerator  ,Awake cat near ceiling on a closed   ,refrigerator
243344,cat,Awake cat near ceiling on a closed refrigerator  ,Awake  near ceiling on a closed refrigerator  ,cat
120572,clock,a old looking tower that has a clock on it,a old looking tower that has a  on it,clock
284764,bowl,A man picking up soup in a bowl with two utensils.,A man picking up soup in a  with two utensils.,bowl
157767,person,In a large wooden room people stand around black covered tables.,In a large wooden room  stand around black covered tables.,people
268378,person,A group of people eating a meal at a table.,A group of  eating a meal at a table.,people
156278,clock,a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.,a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a  on the wall.,clock
156278,sink,a massive variety of pots and other objects are displayed along a long kitchen counter with a sink and a clock on the wall.,a massive variety of pots and other objects are displayed along a long kitchen counter with a  and a clock on the wall.,sink
170099,couch,a person wearing a suit and tie next to a couch,a person wearing a suit and tie next to a ,couch
170099,tie,a person wearing a suit and tie next to a couch,a person wearing a suit and  next to a couch,tie
170099,person,a person wearing a suit and tie next to a couch,a  wearing a suit and tie next to a couch,person
529568,sink,"a country kitchen has a blue, wooden table, open shelves and white counters and a white sink.","a country kitchen has a blue, wooden table, open shelves and white counters and a white .",sink
575970,refrigerator,Three bar stools in a kitchen with a black refrigerator.,Three bar stools in a kitchen with a black .,refrigerator
241602,toilet,"A bathroom with a spa tub, sink, toilet, yellow stripes on the floor, and flower decorations on the walls.","A bathroom with a spa tub, sink, , yellow stripes on the floor, and flower decorations on the walls.",toilet
241602,sink,"A bathroom with a spa tub, sink, toilet, yellow stripes on the floor, and flower decorations on the walls.","A bathroom with a spa tub, , toilet, yellow stripes on the floor, and flower decorations on the walls.",sink
570834,bicycle,An officer watching over bicycles in a subway cart.,An officer watching over  in a subway cart.,bicycles
292997,car,A snowy ladnscape with a car crashed into a pole,A snowy ladnscape with a  crashed into a pole,car
240940,tv,a cat siting on the ground watching a tv,a cat siting on the ground watching a ,tv
240940,car,A cat watches cars racing on a television.,A cat watches  racing on a television.,cars
240940,cat,A cat sitting on the floor watching television.,A  sitting on the floor watching television.,cat
474095,toilet,A man sitting on a toilet with a cigarette and beer can in hand.,A man sitting on a  with a cigarette and beer can in hand.,toilet
32817,toilet,A man climbing on a toilet bowl in a closet,A man climbing on a  bowl in a closet,toilet
203389,motorcycle,A group of young people riding motorcycles near a river.,A group of young people riding  near a river.,motorcycles
203389,person,A group of young people riding motorcycles near a river.,A group of young  riding motorcycles near a river.,people
222118,cell phone,A woman talking on a cell phone while holding luggage.,A woman talking on a  while holding luggage.,cell phone
509260,book,A t.v. with bunny ears in front of a book shelf,A t.v. with bunny ears in front of a  shelf,book
239041,tv,A bathroom with the reflection of a tv in a mirror,A bathroom with the reflection of a  in a mirror,tv
187745,airplane,A yellow airplane flying in the clear sky.,A yellow  flying in the clear sky.,airplane
235252,giraffe,A herd of giraffe walking along a grassy tree covered plain.,A herd of  walking along a grassy tree covered plain.,giraffe
452891,dog,A white dog standing on top of a wooden bench.,A white  standing on top of a wooden bench.,dog
452891,bench,A white dog standing on top of a wooden bench.,A white dog standing on top of a wooden .,bench
387387,bus,A yellow bus that is sitting in the grass.,A yellow  that is sitting in the grass.,bus
253002,bus,Closeup of a logo on a blue and red bus.,Closeup of a logo on a blue and red .,bus
198928,traffic light,A woman stands next to a traffic light.,A woman stands next to a .,traffic light
364322,sheep,many woolly sheep standing together in the field,many woolly  standing together in the field,sheep
343496,stop sign,A person walking by stop sign at street intersection.,A person walking by  at street intersection.,stop sign
343496,person,A person walking by stop sign at street intersection.,A  walking by stop sign at street intersection.,person
147338,fire hydrant,A yellow fire hydrant with a cartoon face drawn on it.,A yellow  with a cartoon face drawn on it.,fire hydrant
147338,car,A water hydrant on a pavement with cars in the bay,A water hydrant on a pavement with  in the bay,cars
117374,bird,Several cats sitting near a tree and a bird on a fence post.,Several cats sitting near a tree and a  on a fence post.,bird
117374,cat,Two cats sitting in the dirt under a tree.,Two  sitting in the dirt under a tree.,cats
82846,bus,A tram like bus in a parking lot ,A tram like  in a parking lot ,bus
276720,car,An empty street with brick buildings and cars.,An empty street with brick buildings and .,cars
276720,truck,A house lined road with red trucks on the side of the street,A house lined road with red  on the side of the street,trucks
46497,boat,Two little girls sitting on the side of a white boat.,Two little girls sitting on the side of a white .,boat
275727,train,Yellow and grey train near platform at railway station.,Yellow and grey  near platform at railway station.,train
241297,train,A train traveling down tracks next to a lush forest.,A  traveling down tracks next to a lush forest.,train
323751,train,A train is making its way down the tracks. ,A  is making its way down the tracks. ,train
14380,car,A long bridge with cars has a train going underneath.,A long bridge with  has a train going underneath.,cars
14380,train,The white bridge stretches out over the horizon as the transport train travels below it.,The white bridge stretches out over the horizon as the transport  travels below it.,train
368038,train,A colorful train sits on the tracks in the sunshine.,A colorful  sits on the tracks in the sunshine.,train
477623,train,An orange train traveling along train tracks near a train yard.,An orange  traveling along  tracks near a  yard.,train
458702,parking meter,These are two currently unused city parking meters.,These are two currently unused city .,parking meters
114907,cow,A lady explains the process of milking a cow.,A lady explains the process of milking a .,cow
114907,person, A woman standing in front of a cow explaining a milking machine to a group of people. , A woman standing in front of a cow explaining a milking machine to a group of . ,people
133778,cow,A mother cow with a young calf feeding in a grassy area.,A mother  with a young calf feeding in a grassy area.,cow
311392,cow,A black and white cow at market in her stall.,A black and white  at market in her stall.,cow
520531,cat,an image of a cat sitting on top of the desk area,an image of a  sitting on top of the desk area,cat
520531,remote,a cat sitting on a desk next to a remote control,a cat sitting on a desk next to a  control,remote
78420,cat,A brown and black cat laying on laptop next to a chair.,A brown and black  laying on laptop next to a chair.,cat
78420,chair,A brown and black cat laying on laptop next to a chair.,A brown and black cat laying on laptop next to a .,chair
78420,laptop,A brown and black cat laying on laptop next to a chair.,A brown and black cat laying on  next to a chair.,laptop
224093,cow,A field with a bunch of cows grazing.,A field with a bunch of  grazing.,cows
97230,elephant,Two elephants are eating some leaves by the road.,Two  are eating some leaves by the road.,elephants
330369,boat,A red and white boat floating along a river.,A red and white  floating along a river.,boat
271116,cell phone,Two men sitting in chairs at a table with cell phones in their hands. ,Two men sitting in chairs at a table with  in their hands. ,cell phones
271116,chair,Two men sitting in chairs at a table with cell phones in their hands. ,Two men sitting in  at a table with cell phones in their hands. ,chairs
440171,elephant,A man is sitting on the back of an elephant. ,A man is sitting on the back of an . ,elephant
166768,tie,"A woman holding a man by the arm, with a tie.","A woman holding a man by the arm, with a .",tie
166768,person,a couple of old people standing with each other,a couple of old  standing with each other,people
514979,elephant,A very large elephant standing next to a baby elephant.,A very large  standing next to a baby .,elephant
413689,person,A picture of some people by the street.,A picture of some  by the street.,people
413689,umbrella,Two women holding umbrellas while standing on a city street.,Two women holding  while standing on a city street.,umbrellas
53624,elephant,A large gray elephant standing on a pool of water.,A large gray  standing on a pool of water.,elephant
313588,umbrella,The woman holding an umbrella smiles on the narrow street beside the sidewalk.,The woman holding an  smiles on the narrow street beside the sidewalk.,umbrella
310980,laptop,A teddy bear sitting in front of an open laptop computer.,A teddy bear sitting in front of an open  computer.,laptop
310980,teddy bear,A teddy bear sitting in front of an open laptop computer.,A  sitting in front of an open laptop computer.,teddy bear
200252,bed,Two green shoes lined up on a bed.,Two green shoes lined up on a .,bed
235241,person,some people and a woman in a pink shirt and a yellow frisbee,some  and a woman in a pink shirt and a yellow frisbee,people
235241,frisbee,A young lady that is making a diving catch to get the frisbee. ,A young lady that is making a diving catch to get the . ,frisbee
9378,frisbee,A man is doing a trick with a frisbee.,A man is doing a trick with a .,frisbee
357459,dog,A small white dog catching a green frisbee on a lush green field.,A small white  catching a green frisbee on a lush green field.,dog
357459,frisbee,A small white dog catching a green frisbee on a lush green field.,A small white dog catching a green  on a lush green field.,frisbee
533493,person,Three people are celebrating after winning a Frisbee game.,Three  are celebrating after winning a Frisbee game.,people
533493,frisbee,Three men celebrating as they play a frisbee game.,Three men celebrating as they play a  game.,frisbee
227482,frisbee,a man leaning over as he reaches for a white frisbee,a man leaning over as he reaches for a white ,frisbee
214753,horse,Two equestrians riding their horses on the beach together.,Two equestrians riding their  on the beach together.,horses
214753,person,Two people riding horses on the beach with waves coming in across the rocks on the shoreline.,Two  riding horses on the beach with waves coming in across the rocks on the shoreline.,people
226883,horse,The horse is grazing in the back yard of this home.,The  is grazing in the back yard of this home.,horse
118209,horse,a couple of horse that are next to a fence,a couple of  that are next to a fence,horse
529105,horse,A brown horse laying in a field of lush vegetation.,A brown  laying in a field of lush vegetation.,horse
377486,horse,A person riding a horse in the dirt near a wall.,A person riding a  in the dirt near a wall.,horse
377486,person,A person riding a horse in the dirt near a wall.,A  riding a horse in the dirt near a wall.,person
308545,horse,A little child riding on top of a white horse.,A little child riding on top of a white .,horse
308545,person,a young girl riding a white horse in front of other people ,a young girl riding a white horse in front of other  ,people
454798,horse,there is a young boy that is riding a horse,there is a young boy that is riding a ,horse
454798,person,A person rides a horse across an obstacle.,A  rides a horse across an obstacle.,person
6614,apple,"Two apples, an orange, some grapes and peanuts.","Two , an orange, some grapes and peanuts.",apples
6614,orange,"Two apples, an orange, some grapes and peanuts.","Two apples, an , some grapes and peanuts.",orange
290081,bowl,A bunch of oranges are sitting in a clear fruit bowl.,A bunch of oranges are sitting in a clear fruit .,bowl
290081,orange,A bunch of oranges are sitting in a clear fruit bowl.,A bunch of  are sitting in a clear fruit bowl.,oranges
496954,fork,A slice of cake and a fork by sliced orange and a Guinness ,A slice of cake and a  by sliced orange and a Guinness ,fork
496954,orange,A slice of cake and a fork by sliced orange and a Guinness ,A slice of cake and a fork by sliced  and a Guinness ,orange
496954,cake,A slice of cake sitting top of a white plate.,A slice of  sitting top of a white plate.,cake
99053,fork,"A bowl of noodles, meat and broccoli with a fork.","A bowl of noodles, meat and broccoli with a .",fork
99053,bowl,"A bowl of noodles, meat and broccoli with a fork.","A  of noodles, meat and broccoli with a fork.",bowl
99053,broccoli,"A bowl of noodles, meat and broccoli with a fork.","A bowl of noodles, meat and  with a fork.",broccoli
3255,person,a group of people riding skis on a snowy surface,a group of  riding skis on a snowy surface,people
3255,skis,a group of people riding skis on a snowy surface,a group of people riding  on a snowy surface,skis
549167,broccoli,A modest plate with grains and broccoli and almonds,A modest plate with grains and  and almonds,broccoli
132116,bowl,The two bowls have a salad in them.,The two  have a salad in them.,bowls
132116,broccoli,Two bowls of stir fried beef and broccoli with chopsticks next to the bowls.,Two bowls of stir fried beef and  with chopsticks next to the bowls.,broccoli
335427,fork,A bowl filled with broccoli soup next to a spoon and fork.,A bowl filled with broccoli soup next to a spoon and .,fork
335427,spoon,A bowl filled with broccoli soup next to a spoon and fork.,A bowl filled with broccoli soup next to a  and fork.,spoon
335427,broccoli,A bowl filled with broccoli soup next to a spoon and fork.,A bowl filled with  soup next to a spoon and fork.,broccoli
335427,bowl,A bowl filled with broccoli soup next to a spoon and fork.,A  filled with broccoli soup next to a spoon and fork.,bowl
31093,skateboard,A man on a skateboard is doing a trick.,A man on a  is doing a trick.,skateboard
30785,bowl,A plate filled with a bowl of vegetables and two slices of bread with a spread on them.,A plate filled with a  of vegetables and two slices of bread with a spread on them.,bowl
30785,broccoli,"A healthy plate of guacamole, broccoli, and toast.","A healthy plate of guacamole, , and toast.",broccoli
74860,person,A person sitting on the side of a mountain with a snow board.,A  sitting on the side of a mountain with a snow board.,person
74860,snowboard,A man sitting on the ground with a snowboard on his feet.,A man sitting on the ground with a  on his feet.,snowboard
527695,bowl,A bowl of some broccoli that is chopped. ,A  of some broccoli that is chopped. ,bowl
527695,broccoli,A bowl of some broccoli that is chopped. ,A bowl of some  that is chopped. ,broccoli
361506,skateboard,A man on a skateboard doing a trick.,A man on a  doing a trick.,skateboard
365521,skateboard,A skateboarder performing a trick on a skateboard.,A er performing a trick on a .,skateboard
288862,skateboard,A man performing a trick on a ledge on a skateboard.,A man performing a trick on a ledge on a .,skateboard
560178,person,A person holding a bit vegetable in their left hand.,A  holding a bit vegetable in their left hand.,person
560178,carrot,The end of a carrot is shown after someone has been eating it.,The end of a  is shown after someone has been eating it.,carrot
119911,person,A person doing tricks on a skateboard in the street near a house.,A  doing tricks on a skateboard in the street near a house.,person
119911,skateboard,A boy doing a skateboard trick on a street.,A boy doing a  trick on a street.,skateboard
350405,snowboard,A man on a snowboard in the snow.,A man on a  in the snow.,snowboard
425906,person,a person jumping a snow board in the air ,a  jumping a snow board in the air ,person
425906,snowboard,A man flying through the air while riding a snowboard.,A man flying through the air while riding a .,snowboard
157601,sandwich,Woman sitting at table with beverages consuming sandwich. ,Woman sitting at table with beverages consuming . ,sandwich
157601,cup,A woman eating a sandwich in front of two paper cups filled with a hot liquid.,A woman eating a sandwich in front of two paper  filled with a hot liquid.,cups
383337,person,A person reaching into an open box of doughnuts,A  reaching into an open box of doughnuts,person
383337,donut,A hand reaching into a box of donuts on a counter.,A hand reaching into a box of  on a counter.,donuts
449603,person,a person parachute surfing on a large body of water,a  parachute surfing on a large body of water,person
449603,surfboard,A man riding a wave on a surfboard in the ocean.,A man riding a wave on a  in the ocean.,surfboard
275058,person,A person holds onto rope above water on a board.,A  holds onto rope above water on a board.,person
275058,surfboard,A person on a surfboard high up over the water.,A person on a  high up over the water.,surfboard
359677,person,A person high up in the air over the water.,A  high up in the air over the water.,person
512985,person,A person standing on a beach with surfboard.,A  standing on a beach with surfboard.,person
512985,surfboard,A person standing on a beach with surfboard.,A person standing on a beach with .,surfboard
170613,person,Two people standing in the surf with their surfboards.,Two  standing in the surf with their surfboards.,people
170613,surfboard,Two people standing in the surf with their surfboards.,Two people standing in the surf with their .,surfboards
326174,surfboard,"A group of men, women and children walking toward the water with surfboards.","A group of men, women and children walking toward the water with .",surfboards
326174,person,A group of people are taking surfing lessons.,A group of  are taking surfing lessons.,people
432085,sandwich,A man leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind it.,A man leaning his mouth down to a plate that has a  on it and a blue water bottle behind it.,sandwich
432085,bottle,A man leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind it.,A man leaning his mouth down to a plate that has a sandwich on it and a blue water  behind it.,bottle
48396,knife,A woman standing next to a young boy holding a knife.,A woman standing next to a young boy holding a .,knife
48396,cake,A woman and child are about to cut a cake,A woman and child are about to cut a ,cake
82765,laptop,Black and white photograph of a bed with a laptop on it.,Black and white photograph of a bed with a  on it.,laptop
82765,bed,A bed and window in a small room.,A  and window in a small room.,bed
471756,surfboard,A kid on a surfboard in the water.,A kid on a  in the water.,surfboard
220584,surfboard,A man in wetsuit and a surfboard in the waves.,A man in wetsuit and a  in the waves.,surfboard
79031,surfboard,A boy riding a wave on a surfboard.,A boy riding a wave on a .,surfboard
513524,person,a person riding a surf board on a wave,a  riding a surf board on a wave,person
513524,surfboard,a man riding a blue surfboard on top of a wave.,a man riding a blue  on top of a wave.,surfboard
274460,surfboard,Groups of competitive surfers sitting with their surfboards on the beach.,Groups of competitive surfers sitting with their  on the beach.,surfboards
274460,person,A group of people on a beach with surf boards.,A group of  on a beach with surf boards.,people
274066,person,A group of people swimming in the ocean with a surfboard.,A group of  swimming in the ocean with a surfboard.,people
274066,surfboard,A group of people swimming in the ocean with a surfboard.,A group of people swimming in the ocean with a .,surfboard
278973,surfboard,a man that is on a surfboard in water,a man that is on a  in water,surfboard
320696,surfboard,"A man on a surfboard, who is riding a wave.","A man on a , who is riding a wave.",surfboard
485071,surfboard,Guy falling off his surfboard after losing battle with the wave,Guy falling off his  after losing battle with the wave,surfboard
71451,bed,A clean bed in a hotel room with towels and soap laid out,A clean  in a hotel room with towels and soap laid out,bed
342186,pizza,A closeup of a pizza on a plate. ,A closeup of a  on a plate. ,pizza
202445,cat,"A cat facing away from the camera, among blankets on a bed.","A  facing away from the camera, among blankets on a bed.",cat
202445,bed,"A cat facing away from the camera, among blankets on a bed.","A cat facing away from the camera, among blankets on a .",bed
394559,tennis racket,A girl holding a tennis racket in her hand while on the tennis court,A girl holding a  in her hand while on the tennis court,tennis racket
359219,fork,a couple of pies sitting on top of a stove witha fork and knife,a couple of pies sitting on top of a stove witha  and knife,fork
359219,knife,a couple of pies sitting on top of a stove witha fork and knife,a couple of pies sitting on top of a stove witha fork and ,knife
359219,pizza,Two pizzas sitting in pie pans on top of  a stove.,Two  sitting in pie pans on top of  a stove.,pizzas
359219,oven,Two pizzas on tin plates on an oven with a fork and knife.,Two pizzas on tin plates on an  with a fork and knife.,oven
512657,person,A couple of people playing a game with remote controllers.,A couple of  playing a game with remote controllers.,people
512657,remote,A couple of people playing a game with remote controllers.,A couple of people playing a game with  controllers.,remote
556193,tv,Two men standing in front of a flat screen tv.,Two men standing in front of a flat screen .,tv
156924,person,Two people are playing on a Wii in a house.,Two  are playing on a Wii in a house.,people
164883,tv,A young man with his head next to the tv,A young man with his head next to the ,tv
302107,baseball bat,A man swinging a baseball bat during a baseball game.,A man swinging a  during a baseball game.,baseball bat
246308,laptop,A wooden desk topped with a laptop and monitor.,A wooden desk topped with a  and monitor.,laptop
246308,mouse,"A desk with monitors, a keyboard, mouse and toy action figures.","A desk with monitors, a keyboard,  and toy action figures.",mouse
246308,keyboard,"A desk with monitors, a keyboard, mouse and toy action figures.","A desk with monitors, a , mouse and toy action figures.",keyboard
138856,oven,a loaf of bread is sitting on top of a oven,a loaf of bread is sitting on top of a ,oven
207306,teddy bear,A teddy bear in jail clothes posed on top of a trash can.,A  in jail clothes posed on top of a trash can.,teddy bear
565877,couch,A woman sitting on the couch with her laptop in the house.,A woman sitting on the  with her laptop in the house.,couch
565877,laptop,A woman sitting on the couch with her laptop in the house.,A woman sitting on the couch with her  in the house.,laptop
161642,clock,A coo coo clock mounted to the side of a wall.,A coo coo  mounted to the side of a wall.,clock
117197,cell phone,a person sitting on a side walk talking on a cell phone ,a person sitting on a side walk talking on a  ,cell phone
117197,person,a person sitting on a side walk talking on a cell phone ,a  sitting on a side walk talking on a cell phone ,person
247806,clock,A clock tower is part of an old building.,A  tower is part of an old building.,clock
245173,clock,A tall red bricked clock tower with three windows.,A tall red bricked  tower with three windows.,clock
304396,clock,A very tall pink and white clock tower.,A very tall pink and white  tower.,clock
567886,person,A person sits on the floor beside flip flops and a teddy bear.,A  sits on the floor beside flip flops and a teddy bear.,person
567886,teddy bear,A white teddy bear laying on top of a blue rug.,A white  laying on top of a blue rug.,teddy bear
85089,person,two hands are toasting some wine glasses and a person in a black jacket,two hands are toasting some wine glasses and a  in a black jacket,person
85089,wine glass,People are holding wine glasses next to each other.,People are holding  next to each other.,wine glasses
233370,person,A person laying crushed underneath a black piece of luggage.,A  laying crushed underneath a black piece of luggage.,person
233370,suitcase,A woman lies on the ground under a suitcase.,A woman lies on the ground under a .,suitcase
554002,dog,A black dog standing between people in line,A black  standing between people in line,dog
554002,person,A black dog standing between people in line,A black dog standing between  in line,people
465129,person,A person adjusting a  metal object hanging from a ceiling.,A  adjusting a  metal object hanging from a ceiling.,person
438774,person,A group of people that are standing in front of a island.,A group of  that are standing in front of a island.,people
523100,person,A person fills jars with orange slices from a large bowl.,A  fills jars with orange slices from a large bowl.,person
523100,bowl,A person fills jars with orange slices from a large bowl.,A person fills jars with orange slices from a large .,bowl
523100,orange,A person fills jars with orange slices from a large bowl.,A person fills jars with  slices from a large bowl.,orange
224051,bicycle,A bicycle parked near a curb on the highway,A  parked near a curb on the highway,bicycle
224051,car,A bike parked on the side walk and a car on the street,A bike parked on the side walk and a  on the street,car
61108,dog,A dog sits in the basket of a bicycle leaning against bleachers.,A  sits in the basket of a bicycle leaning against bleachers.,dog
61108,bicycle,A dog sits in the basket of a bicycle leaning against bleachers.,A dog sits in the basket of a  leaning against bleachers.,bicycle
505169,toilet,A toilet next to a chain shower stall in a bathroom.,A  next to a chain shower stall in a bathroom.,toilet
431140,toilet,A toilet and sink side by side in a bathroom and a mirror. ,A  and sink side by side in a bathroom and a mirror. ,toilet
431140,sink,A toilet and sink side by side in a bathroom and a mirror. ,A toilet and  side by side in a bathroom and a mirror. ,sink
147518,toilet,"Compact bathroom area, tub, toilet, magazine area and sink.","Compact bathroom area, tub, , magazine area and sink.",toilet
147518,sink,"Compact bathroom area, tub, toilet, magazine area and sink.","Compact bathroom area, tub, toilet, magazine area and .",sink
58539,tie,A man wearing a suit and tie and red hat with a silver buckle.,A man wearing a suit and  and red hat with a silver buckle.,tie
418696,traffic light,a traffic light hanging from a wire above a street ,a  hanging from a wire above a street ,traffic light
181542,car,A woman walking on a cross walk with cars driving on it.,A woman walking on a cross walk with  driving on it.,cars
181542,motorcycle,A woman walking across a street near motorcycles.,A woman walking across a street near .,motorcycles
146667,motorcycle,A woman checks out a motorcycle in a parking lot,A woman checks out a  in a parking lot,motorcycle
3156,toilet,A young man bending next to a toilet.,A young man bending next to a .,toilet
297147,motorcycle,A motorcycle parked on the pavement near a building.,A  parked on the pavement near a building.,motorcycle
455716,motorcycle,A row of motorcycles parked together on a grass yard area with a house in the background.,A row of  parked together on a grass yard area with a house in the background.,motorcycles
44590,motorcycle,A group of motorcycles parked on the side of a road.,A group of  parked on the side of a road.,motorcycles
129756,dog,there is a man standing on a hill with sheep and two dogs,there is a man standing on a hill with sheep and two ,dogs
129756,sheep,there is a man standing on a hill with sheep and two dogs,there is a man standing on a hill with  and two dogs,sheep
163746,airplane,Girls playing on a beach with an airplane flying above them. ,Girls playing on a beach with an  flying above them. ,airplane
163746,person,people walking onto the beach from the water, walking onto the beach from the water,people
335529,boat,A wooden bench next to the water where a lot a boats are.,A wooden bench next to the water where a lot a  are.,boats
335529,bench,A wooden bench sitting next to a large body of water.,A wooden  sitting next to a large body of water.,bench
543043,car,There is a red car parked next to an old bus.,There is a red  parked next to an old bus.,car
543043,boat,A red Mustang is parked in front of a schoolbus/boat/house.,A red Mustang is parked in front of a schoolbus//house.,boat
543043,bus,There is a red car parked next to an old bus.,There is a red car parked next to an old .,bus
459757,giraffe,A giraffe standing by a pair of skinny trees.,A  standing by a pair of skinny trees.,giraffe
94751,traffic light,A traffic light and a signpost at a crossroads intersection near a waterway.,A  and a signpost at a crossroads intersection near a waterway.,traffic light
284725,bus,a public transit bus on a city street,a public transit  on a city street,bus
266082,fire hydrant,A red fire hydrant in front of a skyscraper,A red  in front of a skyscraper,fire hydrant
105912,fire hydrant,A red fire hydrant sitting on a sidewalk.,A red  sitting on a sidewalk.,fire hydrant
568290,bus,A red extra long bus driving down a stone covered walkway.,A red extra long  driving down a stone covered walkway.,bus
460379,giraffe,Some giraffes walking around on grass by trees.,Some  walking around on grass by trees.,giraffes
484404,bus,There are not many passengers on the bus.,There are not many passengers on the .,bus
233727,bus,A bus coming around the corner on a city street.,A  coming around the corner on a city street.,bus
419201,bird,"Several cows laying down, grazing and walking on a farm with birds flying around. ","Several cows laying down, grazing and walking on a farm with  flying around. ",birds
419201,horse,Clouds are forming over a farm field with a horse in it and birds flying in the air.,Clouds are forming over a farm field with a  in it and birds flying in the air.,horse
366178,fire hydrant,A red fire hydrant sitting on the side of a road.,A red  sitting on the side of a road.,fire hydrant
